-0.002441,0.009033,1.001221,0.121951,-0.121951,0.000000,0.000000.1,0.000000.2,0.000000.3
0.840332,0.032471,0.428223,-0.670732,0.365854,5.853659,0.0,0.0,0.0
0.341064,-0.301514,1.691406,-14.45122,9.329268,-83.048782,0.0,0.0,0.0
0.078369,-0.005615,0.832031,18.902439,-7.987805,0.670732,0.0,0.0,0.0
0.118896,-0.054688,0.993408,1.646341,-0.060976,2.804878,0.0,0.0,0.0
0.061035,-0.007812,0.98291,0.060976,0.914634,2.743902,0.0,0.0,0.0
0.104736,0.021484,1.00293,0.304878,0.243902,1.463415,0.0,0.0,0.0
0.045898,-0.01123,1.031982,1.097561,-0.609756,-0.97561,0.0,0.0,0.0
0.001709,-0.026855,1.025391,0.548781,-0.182927,-0.609756,0.0,0.0,0.0
-0.009766,0.012939,1.002686,3.963415,-1.219512,-1.280488,0.0,0.0,0.0
-0.014404,-0.00293,1.026611,1.280488,-0.426829,-3.170732,0.0,0.0,0.0
0.035645,0.033936,1.018799,2.439024,-0.243902,-4.146341,0.0,0.0,0.0
-0.010254,0.066406,1.015869,-1.95122,-1.341463,-5.97561,0.0,0.0,0.0
-0.026611,0.023682,0.938477,2.012195,-0.121951,-9.085366,0.0,0.0,0.0
0.010498,0.02124,0.97876,0.609756,0.670732,-8.231708,0.0,0.0,0.0
-0.097168,-0.003418,1.000488,2.987805,-0.304878,-8.231708,0.0,0.0,0.0
-0.013428,-0.010742,1.037842,2.317073,0.487805,-7.378049,0.0,0.0,0.0
-0.070557,-0.003418,0.966309,-0.365854,0.243902,-7.195122,0.0,0.0,0.0
-0.05249,0.008545,0.935791,3.536585,1.402439,-8.109756,0.0,0.0,0.0
-0.066406,-0.028564,0.933838,36.036587,15.670732,0.609756,0.0,0.0,0.0
-0.074951,0.057861,0.935059,-5.182927,0.304878,-7.926829,0.0,0.0,0.0
-0.13916,0.010986,0.970703,1.341463,1.463415,-11.097561,0.0,0.0,0.0
-0.001465,0.008789,1.00415,0.426829,-0.792683,-11.341464,0.0,0.0,0.0
-0.121826,0.005127,1.055664,-4.268293,-0.670732,-11.646341,0.0,0.0,0.0
-0.165039,-0.002197,1.015137,0.731707,-0.853659,-11.768293,0.0,0.0,0.0
0.037109,-0.055664,0.968262,1.219512,-0.365854,-12.621951,0.0,0.0,0.0
-0.143311,-0.008301,1.019287,2.012195,-0.365854,-13.414635,0.0,0.0,0.0
-0.151123,-0.027588,0.979736,8.841464,0.121951,-12.926829,0.0,0.0,0.0
-0.086426,-0.062256,0.999756,-1.158537,-0.182927,-11.341464,0.0,0.0,0.0
-0.169922,-0.006104,0.989502,2.195122,-0.670732,-12.987805,0.0,0.0,0.0
-0.128174,-0.005127,0.992432,1.52439,-0.487805,-12.560976,0.0,0.0,0.0
-0.183105,-0.030029,1.029297,-0.426829,-0.548781,-11.52439,0.0,0.0,0.0
-0.135254,0.020996,0.993652,2.682927,-0.182927,-12.134147,0.0,0.0,0.0
-0.141357,-0.001953,1.013184,-0.548781,-0.121951,-12.378049,0.0,0.0,0.0
-0.101562,-0.027588,1.004395,1.646341,0.0,-12.317074,0.0,0.0,0.0
-0.141846,-0.016357,1.009766,1.341463,0.182927,-12.195122,0.0,0.0,0.0
-0.044434,0.018311,1.021484,-0.853659,-0.121951,-12.012196,0.0,0.0,0.0
-0.181885,0.004639,1.0271,-0.304878,0.0,-13.658537,0.0,0.0,0.0
-0.137451,0.017334,0.993896,14.817074,0.548781,2.439024,0.0,0.0,0.0
-0.117432,-0.033447,1.047607,3.719512,0.548781,-3.109756,0.0,0.0,0.0
-0.134766,-0.017334,1.002441,14.02439,0.609756,-10.54878,0.0,0.0,0.0
-0.137207,-0.015381,0.969727,10.731708,-1.219512,-12.743903,0.0,0.0,0.0
-0.106689,-0.021973,0.98999,14.146341,-0.792683,-16.097561,0.0,0.0,0.0
-0.111816,0.015381,0.989014,5.54878,-0.609756,-19.390244,0.0,0.0,0.0
-0.108154,-0.010498,0.985107,-3.780488,-0.97561,-19.085367,0.0,0.0,0.0
-0.102783,0.007324,1.006348,-6.402439,0.304878,-10.365854,0.0,0.0,0.0
-0.09375,0.003174,1.005615,-1.829268,-0.243902,-6.95122,0.0,0.0,0.0
-0.07373,-0.01123,0.989014,-3.719512,0.121951,-8.658537,0.0,0.0,0.0
-0.160889,-0.017578,1.037842,-14.695123,1.646341,-5.609756,0.0,0.0,0.0
-0.106934,0.026611,1.001709,-0.426829,1.890244,-5.731708,0.0,0.0,0.0
-0.124268,0.028564,1.005127,-4.45122,6.463415,-6.097561,0.0,0.0,0.0
-0.11084,0.030029,1.014893,-1.646341,0.0,-5.426829,0.0,0.0,0.0
-0.113281,-0.004395,1.016846,-0.365854,0.121951,-5.670732,0.0,0.0,0.0
-0.084717,0.026611,1.012451,-1.646341,2.134146,-3.658537,0.0,0.0,0.0
-0.106201,0.016357,0.989258,-5.182927,4.817073,-4.085366,0.0,0.0,0.0
-0.077393,0.018555,1.00708,-0.365854,1.463415,-3.414634,0.0,0.0,0.0
-0.114258,0.017578,1.009033,-0.365854,1.463415,-3.536585,0.0,0.0,0.0
-0.121094,0.002197,0.98999,5.0,0.182927,-4.512195,0.0,0.0,0.0
-0.094971,0.013916,1.006104,2.439024,0.853659,-2.621951,0.0,0.0,0.0
-0.092041,0.015625,1.012695,0.487805,0.548781,-2.926829,0.0,0.0,0.0
-0.095947,0.006104,1.000488,3.170732,1.097561,-2.804878,0.0,0.0,0.0
-0.106201,0.013916,0.994385,0.792683,0.487805,-2.012195,0.0,0.0,0.0
-0.081543,0.015625,0.996094,0.0,0.365854,-1.463415,0.0,0.0,0.0
-0.077148,0.015137,1.00293,-0.548781,0.060976,-0.914634,0.0,0.0,0.0
-0.080811,0.01123,0.999512,0.0,-0.060976,-0.060976,0.0,0.0,0.0
-0.013672,0.006348,1.001953,-0.670732,0.0,0.121951,0.0,0.0,0.0
-0.006104,0.005127,1.006348,0.121951,-0.060976,0.060976,0.0,0.0,0.0
-0.008301,0.002686,1.0,0.182927,-0.060976,-0.243902,0.0,0.0,0.0
-0.002197,0.000977,1.003174,-0.487805,-0.182927,0.243902,0.0,0.0,0.0
-0.01001,0.000488,0.997803,-0.121951,-0.121951,0.304878,0.0,0.0,0.0
-0.005615,0.002441,1.005615,-0.853659,0.060976,0.365854,0.0,0.0,0.0
-0.006104,0.006836,1.004883,-1.036585,0.243902,0.365854,0.0,0.0,0.0
-0.003662,0.009521,1.001221,-0.365854,-0.243902,0.060976,0.0,0.0,0.0
-0.004395,0.002197,1.003662,-0.304878,0.060976,0.182927,0.0,0.0,0.0
-0.001953,0.000488,0.998779,0.0,0.060976,0.182927,0.0,0.0,0.0
-0.006348,0.000977,1.006104,-0.426829,0.0,0.121951,0.0,0.0,0.0
-0.008301,0.001709,0.998779,-0.426829,0.060976,0.060976,0.0,0.0,0.0
-0.006104,-0.007812,1.002197,-0.182927,0.0,0.243902,0.0,0.0,0.0
-0.007324,0.000977,1.006104,-0.609756,0.0,0.121951,0.0,0.0,0.0
-0.009766,0.00708,1.006348,-0.243902,0.304878,0.121951,0.0,0.0,0.0
-0.00293,-0.003662,1.005615,0.0,0.304878,0.0,0.0,0.0,0.0
-0.009277,0.005127,1.000732,-0.121951,0.304878,0.0,0.0,0.0,0.0
-0.008545,0.00708,0.997559,0.365854,-0.121951,-0.426829,0.0,0.0,0.0
-0.010254,0.005127,1.006348,0.426829,0.060976,0.0,0.0,0.0,0.0
-0.00708,0.005371,1.000488,-0.182927,0.060976,0.060976,0.0,0.0,0.0
-0.003906,0.000244,1.004639,-0.426829,0.0,0.060976,0.0,0.0,0.0
-0.009521,0.00293,1.001221,-0.060976,0.121951,0.060976,0.0,0.0,0.0
-0.003418,0.002441,1.004639,0.0,-0.304878,0.060976,0.0,0.0,0.0
-0.005371,0.003662,1.000244,-0.060976,0.182927,0.182927,0.0,0.0,0.0
-0.00415,-0.001953,1.004883,0.0,-0.121951,0.060976,0.0,0.0,0.0
-0.007568,0.007812,0.998535,0.121951,-0.121951,-0.060976,0.0,0.0,0.0
-0.005371,0.00708,1.0,-0.060976,-0.121951,-0.060976,0.0,0.0,0.0
-0.003418,0.001465,1.003174,-0.121951,0.243902,-0.365854,0.0,0.0,0.0
-0.003906,-0.001953,1.003662,0.121951,-0.243902,0.365854,0.0,0.0,0.0
-0.000244,-0.002686,1.00415,0.0,-0.060976,0.0,0.0,0.0,0.0
0.0,0.001221,0.999512,0.0,0.060976,0.060976,0.0,0.0,0.0
-0.004395,-0.002441,1.003662,0.060976,0.0,0.365854,0.0,0.0,0.0
-0.005127,0.008545,1.001221,0.0,0.121951,0.182927,0.0,0.0,0.0
-0.003906,0.000977,1.002197,-0.060976,0.0,-0.243902,0.0,0.0,0.0
-0.007812,-0.000732,1.008301,-0.365854,0.060976,-0.060976,0.0,0.0,0.0
-0.008545,-0.001221,1.001221,-0.243902,-0.121951,0.182927,0.0,0.0,0.0
-0.006836,0.00293,1.005615,-0.121951,0.060976,-0.060976,0.0,0.0,0.0
-0.012695,0.006348,1.00415,0.243902,0.0,0.121951,0.0,0.0,0.0
-0.003418,0.004639,1.00415,0.609756,-0.121951,0.0,0.0,0.0,0.0
-0.009766,0.006348,1.00293,0.243902,0.243902,0.121951,0.0,0.0,0.0
-0.006592,0.007568,1.003418,0.97561,0.121951,-0.426829,0.0,0.0,0.0
-0.012451,0.012695,1.008789,1.52439,-0.060976,-1.158537,0.0,0.0,0.0
-0.019043,0.018066,0.999023,3.841464,-0.121951,-1.52439,0.0,0.0,0.0
-0.012695,0.013428,1.000732,2.987805,-0.121951,-2.317073,0.0,0.0,0.0
-0.015137,0.022705,1.000977,3.353659,-0.182927,-2.987805,0.0,0.0,0.0
-0.006104,-0.004395,0.997559,5.670732,-0.853659,-3.902439,0.0,0.0,0.0
-0.006104,-0.006104,1.002197,3.658537,-0.792683,-3.170732,0.0,0.0,0.0
0.002441,-0.004883,1.000488,6.158537,-1.52439,-3.170732,0.0,0.0,0.0
-0.013428,0.020264,1.006348,5.365854,-1.585366,-2.865854,0.0,0.0,0.0
-0.004639,0.018555,1.009277,7.865854,-2.073171,-3.353659,0.0,0.0,0.0
0.005859,-0.003906,1.000244,9.085366,-2.439024,-4.207317,0.0,0.0,0.0
-0.00293,0.003418,1.006836,11.890244,-3.292683,-4.756098,0.0,0.0,0.0
-0.006836,0.023926,1.00415,10.853659,-3.04878,-4.390244,0.0,0.0,0.0
-0.012451,0.013916,0.989746,12.012196,-2.621951,-4.02439,0.0,0.0,0.0
-0.000488,0.013428,1.002686,11.280488,-3.902439,-4.207317,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
